A,B,C
501555,501555,501555
501556,501556,501556
501557,501557,501557
501558,501558,501558
501559,501559,501559
501560,501560,501560
501561,501561,501561
501562,501562,501562
501563,501563,501563
501564,501564,501564
501565,501565,501565
501566,501566,501566
501567,501567,501567
501568,501568,501568
501569,501569,501569
501570,501570,501570
501571,501571,501571
501572,501572,501572
501573,501573,501573
501574,501574,501574
501575,501575,501575
501576,501576,501576
501577,501577,501577
501578,501578,501578
501579,501579,501579
501580,501580,501580
501581,501581,501581
501582,501582,501582
501583,501583,501583
501584,501584,501584
501585,501585,501585
501586,501586,501586
501587,501587,501587
501588,501588,501588
501589,501589,501589
501590,501590,501590
501591,501591,501591
501592,501592,501592
501593,501593,501593
501594,501594,501594
501595,501595,501595
501596,501596,501596
501597,501597,501597
501598,501598,501598
501599,501599,501599
501600,501600,501600
501601,501601,501601
501602,501602,501602
501603,501603,501603
501604,501604,501604
501605,501605,501605
501606,501606,501606
501607,501607,501607
501608,501608,501608
501609,501609,501609
501610,501610,501610
501611,501611,501611
501612,501612,501612
501613,501613,501613
501614,501614,501614
501615,501615,501615
501616,501616,501616
501617,501617,501617
501618,501618,501618
501619,501619,501619
501620,501620,501620
501621,501621,501621
501622,501622,501622
501623,501623,501623
501624,501624,501624
501625,501625,501625
501626,501626,501626
501627,501627,501627
501628,501628,501628
501629,501629,501629
501630,501630,501630
501631,501631,501631
501632,501632,501632
501633,501633,501633
501634,501634,501634
501635,501635,501635
501636,501636,501636
501637,501637,501637
501638,501638,501638
501639,501639,501639
501640,501640,501640
501641,501641,501641
501642,501642,501642
501643,501643,501643
501644,501644,501644
501645,501645,501645
501646,501646,501646
501647,501647,501647
501648,501648,501648
501649,501649,501649
501650,501650,501650
501651,501651,501651
501652,501652,501652
501653,501653,501653
501654,501654,501654
501655,501655,501655
501656,501656,501656
501657,501657,501657
501658,501658,501658
501659,501659,501659
501660,501660,501660
501661,501661,501661
501662,501662,501662
501663,501663,501663
501664,501664,501664
501665,501665,501665
501666,501666,501666
501667,501667,501667
501668,501668,501668
501669,501669,501669
501670,501670,501670
501671,501671,501671
501672,501672,501672
501673,501673,501673
501674,501674,501674
501675,501675,501675
501676,501676,501676
501677,501677,501677
501678,501678,501678
501679,501679,501679
501680,501680,501680
501681,501681,501681
501682,501682,501682
501683,501683,501683
501684,501684,501684
501685,501685,501685
501686,501686,501686
501687,501687,501687
501688,501688,501688
501689,501689,501689
501690,501690,501690
501691,501691,501691
501692,501692,501692
501693,501693,501693
501694,501694,501694
501695,501695,501695
501696,501696,501696
501697,501697,501697
501698,501698,501698
501699,501699,501699
501700,501700,501700
501701,501701,501701
501702,501702,501702
501703,501703,501703
501704,501704,501704
501705,501705,501705
501706,501706,501706
501707,501707,501707
501708,501708,501708
501709,501709,501709
501710,501710,501710
501711,501711,501711
501712,501712,501712
501713,501713,501713
501714,501714,501714
501715,501715,501715
501716,501716,501716
501717,501717,501717
501718,501718,501718
501719,501719,501719
501720,501720,501720
501721,501721,501721
501722,501722,501722
501723,501723,501723
501724,501724,501724
501725,501725,501725
501726,501726,501726
501727,501727,501727
501728,501728,501728
501729,501729,501729
501730,501730,501730
501731,501731,501731
501732,501732,501732
501733,501733,501733
501734,501734,501734
501735,501735,501735
501736,501736,501736
501737,501737,501737
501738,501738,501738
501739,501739,501739
501740,501740,501740
501741,501741,501741
501742,501742,501742
501743,501743,501743
501744,501744,501744
501745,501745,501745
501746,501746,501746
501747,501747,501747
501748,501748,501748
501749,501749,501749
501750,501750,501750
501751,501751,501751
501752,501752,501752
501753,501753,501753
501754,501754,501754
501755,501755,501755
501756,501756,501756
501757,501757,501757
501758,501758,501758
501759,501759,501759
501760,501760,501760
501761,501761,501761
501762,501762,501762
501763,501763,501763
501764,501764,501764
501765,501765,501765
501766,501766,501766
501767,501767,501767
501768,501768,501768
501769,501769,501769
501770,501770,501770
501771,501771,501771
501772,501772,501772
501773,501773,501773
501774,501774,501774
501775,501775,501775
501776,501776,501776
501777,501777,501777
501778,501778,501778
501779,501779,501779
501780,501780,501780
501781,501781,501781
501782,501782,501782
501783,501783,501783
501784,501784,501784
501785,501785,501785
501786,501786,501786
501787,501787,501787
501788,501788,501788
501789,501789,501789
501790,501790,501790
501791,501791,501791
501792,501792,501792
501793,501793,501793
501794,501794,501794
501795,501795,501795
501796,501796,501796
501797,501797,501797
501798,501798,501798
501799,501799,501799
501800,501800,501800
501801,501801,501801
501802,501802,501802
501803,501803,501803
501804,501804,501804
501805,501805,501805
501806,501806,501806
501807,501807,501807
501808,501808,501808
501809,501809,501809
501810,501810,501810
501811,501811,501811
501812,501812,501812
501813,501813,501813
501814,501814,501814
501815,501815,501815
501816,501816,501816
501817,501817,501817
501818,501818,501818
501819,501819,501819
501820,501820,501820
501821,501821,501821
501822,501822,501822
501823,501823,501823
501824,501824,501824
501825,501825,501825
501826,501826,501826
501827,501827,501827
501828,501828,501828
501829,501829,501829
501830,501830,501830
501831,501831,501831
501832,501832,501832
501833,501833,501833
501834,501834,501834
501835,501835,501835
501836,501836,501836
501837,501837,501837
501838,501838,501838
501839,501839,501839
501840,501840,501840
501841,501841,501841
501842,501842,501842
501843,501843,501843
501844,501844,501844
501845,501845,501845
501846,501846,501846
501847,501847,501847
501848,501848,501848
501849,501849,501849
501850,501850,501850
501851,501851,501851
501852,501852,501852
501853,501853,501853
501854,501854,501854
501855,501855,501855
501856,501856,501856
501857,501857,501857
501858,501858,501858
501859,501859,501859
501860,501860,501860
501861,501861,501861
501862,501862,501862
501863,501863,501863
501864,501864,501864
501865,501865,501865
501866,501866,501866
501867,501867,501867
501868,501868,501868
501869,501869,501869
501870,501870,501870
501871,501871,501871
501872,501872,501872
501873,501873,501873
501874,501874,501874
501875,501875,501875
501876,501876,501876
501877,501877,501877
501878,501878,501878
501879,501879,501879
501880,501880,501880
501881,501881,501881
501882,501882,501882
501883,501883,501883
501884,501884,501884
501885,501885,501885
501886,501886,501886
501887,501887,501887
501888,501888,501888
501889,501889,501889
501890,501890,501890
501891,501891,501891
501892,501892,501892
501893,501893,501893
501894,501894,501894
501895,501895,501895
501896,501896,501896
501897,501897,501897
501898,501898,501898
501899,501899,501899
501900,501900,501900
501901,501901,501901
501902,501902,501902
501903,501903,501903
501904,501904,501904
501905,501905,501905
501906,501906,501906
501907,501907,501907
501908,501908,501908
501909,501909,501909
501910,501910,501910
501911,501911,501911
501912,501912,501912
501913,501913,501913
501914,501914,501914
501915,501915,501915
501916,501916,501916
501917,501917,501917
501918,501918,501918
501919,501919,501919
501920,501920,501920
501921,501921,501921
501922,501922,501922
501923,501923,501923
501924,501924,501924
501925,501925,501925
501926,501926,501926
501927,501927,501927
501928,501928,501928
501929,501929,501929
501930,501930,501930
501931,501931,501931
501932,501932,501932
501933,501933,501933
501934,501934,501934
501935,501935,501935
501936,501936,501936
501937,501937,501937
501938,501938,501938
501939,501939,501939
501940,501940,501940
501941,501941,501941
501942,501942,501942
501943,501943,501943
501944,501944,501944
501945,501945,501945
501946,501946,501946
501947,501947,501947
501948,501948,501948
501949,501949,501949
501950,501950,501950
501951,501951,501951
501952,501952,501952
501953,501953,501953
501954,501954,501954
501955,501955,501955
501956,501956,501956
501957,501957,501957
501958,501958,501958
501959,501959,501959
501960,501960,501960
501961,501961,501961
501962,501962,501962
501963,501963,501963
501964,501964,501964
501965,501965,501965
501966,501966,501966
501967,501967,501967
501968,501968,501968
501969,501969,501969
501970,501970,501970
501971,501971,501971
501972,501972,501972
501973,501973,501973
501974,501974,501974
501975,501975,501975
501976,501976,501976
501977,501977,501977
501978,501978,501978
501979,501979,501979
501980,501980,501980
501981,501981,501981
501982,501982,501982
501983,501983,501983
501984,501984,501984
501985,501985,501985
501986,501986,501986
501987,501987,501987
501988,501988,501988
501989,501989,501989
501990,501990,501990
501991,501991,501991
501992,501992,501992
501993,501993,501993
501994,501994,501994
501995,501995,501995
501996,501996,501996
501997,501997,501997
501998,501998,501998
501999,501999,501999
502000,502000,502000
502001,502001,502001
502002,502002,502002
502003,502003,502003
502004,502004,502004
502005,502005,502005
502006,502006,502006
502007,502007,502007
502008,502008,502008
502009,502009,502009
502010,502010,502010
502011,502011,502011
502012,502012,502012
502013,502013,502013
502014,502014,502014
502015,502015,502015
502016,502016,502016
502017,502017,502017
502018,502018,502018
502019,502019,502019
502020,502020,502020
502021,502021,502021
502022,502022,502022
502023,502023,502023
502024,502024,502024
502025,502025,502025
502026,502026,502026
502027,502027,502027
502028,502028,502028
502029,502029,502029
502030,502030,502030
502031,502031,502031
502032,502032,502032
502033,502033,502033
502034,502034,502034
502035,502035,502035
502036,502036,502036
502037,502037,502037
502038,502038,502038
502039,502039,502039
502040,502040,502040
502041,502041,502041
502042,502042,502042
502043,502043,502043
502044,502044,502044
502045,502045,502045
502046,502046,502046
502047,502047,502047
502048,502048,502048
502049,502049,502049
502050,502050,502050
502051,502051,502051
502052,502052,502052
502053,502053,502053
502054,502054,502054
502055,502055,502055
502056,502056,502056
502057,502057,502057
502058,502058,502058
502059,502059,502059
502060,502060,502060
502061,502061,502061
502062,502062,502062
502063,502063,502063
502064,502064,502064
502065,502065,502065
502066,502066,502066
502067,502067,502067
502068,502068,502068
502069,502069,502069
502070,502070,502070
502071,502071,502071
502072,502072,502072
502073,502073,502073
502074,502074,502074
502075,502075,502075
502076,502076,502076
502077,502077,502077
502078,502078,502078
502079,502079,502079
502080,502080,502080
502081,502081,502081
502082,502082,502082
502083,502083,502083
502084,502084,502084
502085,502085,502085
502086,502086,502086
502087,502087,502087
502088,502088,502088
502089,502089,502089
502090,502090,502090
502091,502091,502091
502092,502092,502092
502093,502093,502093
502094,502094,502094
502095,502095,502095
502096,502096,502096
502097,502097,502097
502098,502098,502098
502099,502099,502099
502100,502100,502100
502101,502101,502101
502102,502102,502102
502103,502103,502103
502104,502104,502104
502105,502105,502105
502106,502106,502106
502107,502107,502107
502108,502108,502108
502109,502109,502109
502110,502110,502110
502111,502111,502111
502112,502112,502112
502113,502113,502113
502114,502114,502114
502115,502115,502115
502116,502116,502116
502117,502117,502117
502118,502118,502118
502119,502119,502119
502120,502120,502120
502121,502121,502121
502122,502122,502122
502123,502123,502123
502124,502124,502124
502125,502125,502125
502126,502126,502126
502127,502127,502127
502128,502128,502128
502129,502129,502129
502130,502130,502130
502131,502131,502131
502132,502132,502132
502133,502133,502133
502134,502134,502134
502135,502135,502135
502136,502136,502136
502137,502137,502137
502138,502138,502138
502139,502139,502139
502140,502140,502140
502141,502141,502141
502142,502142,502142
502143,502143,502143
